project,model,sample,orientation,housing,dimming,rack,branch,socket,manufacturer,productName,lampShapeSize,lastHours
ledLifeTesting,18,13,h,0,1,2,6,2,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,14,u,1,1,2,8,1,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,15,u,1,1,2,8,2,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,16,u,1,1,2,8,3,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,17,d,0,0,6,1,1,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,18,u,0,0,7,7,1,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,19,u,0,0,7,7,2,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,20,u,0,0,7,7,3,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,21,d,0,0,6,1,2,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,22,d,0,0,6,1,3,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,23,d,0,0,6,1,4,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,24,d,0,0,6,1,5,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,25,h,0,0,6,6,1,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,26,h,0,0,6,6,2,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,27,h,0,0,6,6,3,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,28,h,0,0,6,6,4,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,29,h,0,0,6,6,5,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,30,u,0,0,7,7,4,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,18,31,u,0,0,7,7,5,Philips,BC11A19/AMB/2700 DIM 120V,A19,3000
ledLifeTesting,19,1,d,0,0,6,2,6,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,2,d,0,0,6,2,7,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,3,d,0,0,6,2,8,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,4,d,0,0,6,2,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,5,d,0,0,6,2,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,6,h,0,0,6,7,6,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,7,h,0,0,6,7,7,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,8,h,0,0,6,7,8,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,9,h,0,0,6,7,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,10,h,0,0,6,7,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,11,u,1,0,1,8,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,12,u,1,0,6,8,2,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,13,u,1,0,6,8,3,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,14,u,1,0,6,8,4,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,15,u,1,0,6,8,5,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,16,u,0,0,7,8,6,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,17,u,0,0,7,8,7,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,18,u,0,0,7,8,8,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,19,u,0,0,7,8,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,20,u,0,0,7,8,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,21,d,0,1,2,2,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,22,d,0,1,2,2,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,23,u,0,1,2,4,8,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,24,u,0,1,2,4,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,25,d,0,0,1,4,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,26,h,0,1,2,6,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,27,h,0,1,2,6,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,28,u,1,1,2,8,8,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,29,u,1,1,2,8,9,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,30,u,1,1,2,8,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,19,31,u,0,1,2,4,10,Utilitech/Energetic,YGA01A08-12W-830,A19,3000
ledLifeTesting,20,1,u,0,1,2,4,5,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,2,u,0,1,2,4,6,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,3,u,0,1,2,4,7,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,4,d,0,1,2,2,7,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,5,d,0,1,2,2,8,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,6,h,0,1,2,6,7,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,7,h,0,1,2,6,8,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,8,u,1,1,2,8,5,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,9,u,1,1,2,8,6,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,10,u,1,1,2,8,7,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,11,d,0,0,6,2,1,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,12,d,0,0,6,2,2,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,13,d,0,0,6,2,3,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,14,d,0,0,6,2,4,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,15,d,0,0,6,2,5,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,16,h,0,0,6,7,1,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,17,h,0,0,6,7,2,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,18,h,0,0,6,7,3,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,19,h,0,0,6,7,4,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,20,h,0,0,6,7,5,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,21,u,1,0,1,8,10,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,22,u,1,0,6,8,7,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,23,u,1,0,6,8,8,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,24,u,1,0,6,8,9,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,25,u,1,0,6,8,10,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,26,u,0,0,7,8,1,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,27,u,0,0,7,8,2,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,28,u,0,0,7,8,3,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,29,u,0,0,7,8,4,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,30,u,0,0,7,8,5,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
ledLifeTesting,20,31,d,0,0,1,4,10,LED Novation,LEDH-A19-60-1-27D-IOE,A19,3000
